gene_id	expr_jan	expr_gte	expr_tcgan	satisf_jan	satisf_gte	satisf_tcgan	curr_sel	member_code
26632	8.689	0.042	0.116	1	1	0	0	1
26633	8.481	8.905	14.601	1	0	1	0	1
26634	6.426	0.019	0.052	1	1	0	0	1
26635	4.847	0.093	0.934	1	1	0	0	6
26636	5.014	11.26	13.909	1	0	1	0	1
26637	5.976	3.555	10.137	1	0	1	0	1
26638	3.861	3.369	9.725	1	0	1	0	1
26639	4.692	3.821	10.176	1	0	1	0	1
26640	6.428	3.896	9.748	1	0	1	0	1
26641	3.69	0.136	0.657	1	1	0	0	6
26642	1.161	0.195	2.41	0	1	0	0	4
26643	1.692	0.031	1.176	1	1	0	0	7
26644	6.156	0.47	4.434	1	1	0	0	7
26645	2.819	0.411	3.46	1	1	0	0	4
26646	4.953	0.043	4.619	1	1	0	0	4
26647	2.128	0.057	2.595	1	1	0	0	1
26648	2.462	0.037	4.352	1	1	0	0	1
26649	5.706	1.477	11.243	1	1	1	1	4
26650	5.974	5.262	12.184	1	0	1	0	1
26651	3.845	2.337	8.939	1	0	1	0	1
26652	4.724	3.508	11.328	1	0	1	0	1
26653	3.625	3.886	9.784	1	0	1	0	1
26654	6.574	4.348	10.459	1	0	1	0	1
26655	4.8	4.465	11.104	1	0	1	0	1
26656	6.8	0.126	8.001	1	1	1	1	7
26657	6.596	6.974	11.759	1	0	1	0	1
26658	6.213	3.814	10.121	1	0	1	0	1
26659	2.207	6.087	12.325	1	0	1	0	1
26660	6.696	6.404	12.992	1	0	1	0	1
26661	5.224	4.471	11.944	1	0	1	0	1
26662	8.037	1.899	10.571	1	0	1	0	1
26663	1.984	3.95	8.436	1	0	1	0	1
26664	3.412	9.331	12.778	1	0	1	0	1
26665	3.192	4.831	9.502	1	0	1	0	1
26666	4.825	4.902	11.459	1	0	1	0	1
26667	1.979	1.877	7.755	1	0	1	0	1
26668	5.973	6.575	13.444	1	0	1	0	1
26669	5.407	4.988	11.08	1	0	1	0	4
26670	3.85	2.277	5.48	1	0	0	0	1
26671	4.908	7.012	11.851	1	0	1	0	1
26672	6.842	6.648	13.919	1	0	1	0	1
26673	5.279	7.366	10.957	1	0	1	0	1
26674	5.244	4.348	11.074	1	0	1	0	1
26675	1.518	6.641	13.569	0	0	1	0	1
26676	5.69	5.785	13.041	1	0	1	0	1
26677	6.54	3.977	10.409	1	0	1	0	1
26678	5.261	4.421	10.839	1	0	1	0	1
26679	2.327	2.939	9.871	1	0	1	0	1
26680	6.865	4.045	10.749	1	0	1	0	1
26681	5.007	8.523	14.378	1	0	1	0	1
26682	5.117	8.785	17.59	1	0	1	0	1
26683	2.507	5.073	13.897	1	0	1	0	1
26684	6.06	9.536	16.807	1	0	1	0	1
26685	7.728	6.917	13.209	1	0	1	0	1
26686	4.766	6.671	13.82	1	0	1	0	1
26687	2.305	7.711	12.439	1	0	1	0	1
26688	7.23	6.714	12.797	1	0	1	0	1
26689	2.941	4.284	11.041	1	0	1	0	1
26690	1.567	7.204	13.091	0	0	1	0	1
26691	4.393	4.901	12.104	1	0	1	0	1
26692	2.005	7.728	14.315	1	0	1	0	1
26693	5.944	6.442	13.037	1	0	1	0	1
26694	4.0	3.08	10.261	1	0	1	0	1
26695	6.636	3.348	10.273	1	0	1	0	1
26696	2.408	3.098	9.465	1	0	1	0	1
26697	2.617	8.158	11.285	1	0	1	0	1
26698	6.387	3.57	12.206	1	0	1	0	1
26699	1.621	4.72	9.771	1	0	1	0	1
26700	4.408	5.987	10.936	1	0	1	0	1
26701	9.285	4.98	11.279	1	0	1	0	1
26702	7.607	3.399	9.767	1	0	1	0	1
26703	9.526	4.171	11.175	1	0	1	0	1
26704	7.211	5.486	11.649	1	0	1	0	1
26705	6.6	4.383	11.073	1	0	1	0	1
26706	4.925	3.78	10.673	1	0	1	0	1
26707	3.198	5.296	11.521	1	0	1	0	1
26708	6.282	3.66	10.744	1	0	1	0	1
26709	5.129	7.601	12.655	1	0	1	0	1
26710	7.028	6.085	9.196	1	0	1	0	1
26711	7.559	4.144	12.167	1	0	1	0	1
26712	3.254	3.372	10.478	1	0	1	0	1
26713	6.95	4.888	10.427	1	0	1	0	1
26714	5.094	3.719	9.966	1	0	1	0	1
26715	7.72	4.141	9.6	1	0	1	0	1
26716	5.246	3.112	9.213	1	0	1	0	1
26717	4.905	3.361	9.909	1	0	1	0	1
26718	5.052	3.211	9.643	1	0	1	0	1
26719	1.703	5.46	12.174	1	0	1	0	1
26720	3.289	3.123	10.095	1	0	1	0	1
26721	5.168	3.892	9.653	1	0	1	0	1
26722	5.006	0.319	2.278	1	1	0	0	1
26723	4.555	0.137	2.787	1	1	0	0	1
26724	2.814	2.404	9.96	1	0	1	0	1
26725	2.645	0.984	7.694	1	1	1	1	1
26726	5.055	5.564	11.543	1	0	1	0	1
26727	2.496	8.731	12.67	1	0	1	0	1
26728	10.044	5.163	11.891	1	0	1	0	1
26729	1.232	7.122	11.595	0	0	1	0	1
26730	3.807	2.24	12.687	1	0	1	0	1
26731	2.85	7.754	12.402	1	0	1	0	1
26732	4.384	2.539	8.28	1	0	1	0	1
26733	1.682	2.359	8.966	1	0	1	0	1
26734	1.576	4.017	9.399	0	0	1	0	1
26735	4.191	4.135	9.303	1	0	1	0	1
26736	2.139	0.229	1.077	1	1	0	0	6
26737	6.914	2.465	4.173	1	0	0	0	1
26738	3.336	0.066	0.749	1	1	0	0	6
26739	5.743	5.631	11.172	1	0	1	0	1
26740	5.765	2.644	5.723	1	0	0	0	1
26741	7.241	6.204	11.077	1	0	1	0	1
26742	3.08	5.617	15.55	1	0	1	0	1
26743	5.694	4.453	12.992	1	0	1	0	1
26744	3.919	3.497	9.185	1	0	1	0	1
26745	2.568	4.773	9.632	1	0	1	0	1
26746	3.693	8.017	13.03	1	0	1	0	1
26747	5.097	6.623	13.63	1	0	1	0	1
26748	5.772	4.36	9.723	1	0	1	0	1
26749	7.241	4.281	10.237	1	0	1	0	1
26750	4.919	6.298	11.539	1	0	1	0	1
26751	9.433	5.405	9.146	1	0	1	0	1
26752	7.963	7.995	13.236	1	0	1	0	1
26753	6.43	3.58	9.594	1	0	1	0	1
26754	1.69	1.028	7.798	1	1	1	1	1
26755	1.602	5.666	12.431	1	0	1	0	1
26756	3.802	6.901	13.518	1	0	1	0	1
26757	5.961	7.85	12.933	1	0	1	0	1
26758	5.74	6.481	13.617	1	0	1	0	1
26759	5.184	4.687	11.893	1	0	1	0	1
26760	5.7	5.469	12.493	1	0	1	0	1
26761	5.338	4.762	10.966	1	0	1	0	1
26762	6.019	0.023	0.823	1	1	0	0	1
26763	9.371	0.026	0.177	1	1	0	0	1
26764	7.709	3.598	11.441	1	0	1	0	1
26765	1.212	0.504	1.685	0	1	0	0	1
26766	5.814	9.031	14.341	1	0	1	0	1
26767	3.245	11.211	12.59	1	0	1	0	1
26768	7.344	11.93	15.233	1	0	1	0	1
26769	6.731	1.578	5.803	1	1	0	0	1
26770	3.394	5.047	12.062	1	0	1	0	1
26771	6.018	2.476	10.217	1	0	1	0	1
26772	4.992	4.522	9.738	1	0	1	0	1
26773	1.288	7.333	13.451	0	0	1	0	1
26774	1.723	4.168	8.152	1	0	1	0	1
26775	5.051	7.794	11.402	1	0	1	0	1
26776	5.146	7.147	12.205	1	0	1	0	1
26777	3.955	10.628	13.236	1	0	1	0	1
26778	2.805	1.115	3.841	1	1	0	0	1
26779	3.248	4.834	10.44	1	0	1	0	1
26780	5.116	2.93	8.619	1	0	1	0	1
26781	4.57	3.296	10.04	1	0	1	0	1
26782	1.892	2.959	9.25	1	0	1	0	1
26783	1.265	6.893	10.699	0	0	1	0	1
26784	2.683	1.669	4.453	1	1	0	0	1
26785	4.189	6.346	11.657	1	0	1	0	1
26786	1.117	4.741	9.006	0	0	1	0	1
26787	1.147	4.698	10.819	0	0	1	0	1
26788	3.118	4.53	8.91	1	0	1	0	1
26789	2.399	5.626	10.195	1	0	1	0	1
26790	2.616	5.256	7.118	1	0	1	0	1
26791	3.162	6.448	5.973	1	0	0	0	1
26792	2.628	1.469	5.143	1	1	0	0	1
26793	4.598	2.399	5.922	1	0	0	0	1
26794	5.265	4.511	10.938	1	0	1	0	1
26795	2.657	3.977	8.244	1	0	1	0	1
26796	7.284	3.445	12.532	1	0	1	0	1
26797	1.265	1.282	8.757	0	1	1	0	1
26798	2.169	1.924	7.249	1	0	1	0	1
26799	2.091	8.696	12.395	1	0	1	0	1
26800	1.563	2.122	7.178	0	0	1	0	1
26801	7.443	7.7	12.336	1	0	1	0	1
26802	4.975	5.443	11.893	1	0	1	0	1
26803	6.802	5.307	11.255	1	0	1	0	1
26804	5.511	4.8	11.894	1	0	1	0	1
26805	1.485	7.005	10.627	0	0	1	0	1
26806	2.147	5.234	10.21	1	0	1	0	1
26807	5.702	4.168	9.641	1	0	1	0	1
26808	5.429	5.56	12.75	1	0	1	0	1
26809	4.85	5.894	13.105	1	0	1	0	1
26810	7.278	6.41	12.733	1	0	1	0	1
26811	5.976	2.9	9.62	1	0	1	0	1
26812	4.776	4.038	9.333	1	0	1	0	1
26813	5.59	5.258	10.025	1	0	1	0	1
26814	6.538	7.153	11.823	1	0	1	0	1
26815	7.512	5.477	12.866	1	0	1	0	1
26816	4.318	3.35	9.788	1	0	1	0	1
26817	4.086	3.953	10.362	1	0	1	0	1
26818	4.857	4.655	10.342	1	0	1	0	1
26819	3.274	5.732	10.87	1	0	1	0	1
26820	6.236	6.404	12.561	1	0	1	0	1
26821	5.999	4.705	11.603	1	0	1	0	1
26822	6.052	4.16	11.178	1	0	1	0	1
26823	3.997	4.507	12.013	1	0	1	0	1
26824	4.604	5.672	11.02	1	0	1	0	1
26825	1.279	4.239	10.026	0	0	1	0	1
26826	4.784	5.042	11.954	1	0	1	0	1
26827	3.349	3.591	10.054	1	0	1	0	1
26828	7.022	1.914	5.355	1	0	0	0	6
26829	7.348	4.983	11.563	1	0	1	0	1
26830	7.196	5.513	12.031	1	0	1	0	1
26831	6.911	7.115	13.154	1	0	1	0	1
26832	9.194	0.131	5.779	1	1	0	0	6
26833	7.882	2.125	9.527	1	0	1	0	6
26834	7.801	2.277	9.029	1	0	1	0	1
26835	7.891	7.089	13.342	1	0	1	0	1
26836	6.346	1.355	4.597	1	1	0	0	1
26837	5.567	5.462	13.144	1	0	1	0	1
26838	2.506	5.351	11.792	1	0	1	0	1
26839	4.496	5.18	12.818	1	0	1	0	1
26840	1.927	4.62	11.086	1	0	1	0	1
26841	3.481	3.174	9.015	1	0	1	0	1
26842	4.72	3.248	10.293	1	0	1	0	1
26843	8.606	3.268	10.902	1	0	1	0	1
26844	5.343	5.598	11.825	1	0	1	0	1
26845	8.702	4.909	10.992	1	0	1	0	4
26846	2.636	0.953	5.721	1	1	0	0	6
26847	4.85	3.254	10.821	1	0	1	0	1
26848	3.354	0.255	5.545	1	1	0	0	1
26849	5.457	4.986	10.581	1	0	1	0	1
26850	7.064	3.566	10.482	1	0	1	0	1
26851	5.534	3.043	9.74	1	0	1	0	1
26852	7.596	0.941	5.945	1	1	0	0	6
26853	5.622	0.038	7.039	1	1	1	1	6
26854	8.942	4.091	11.069	1	0	1	0	1
26855	9.915	6.975	11.618	1	0	1	0	1
26856	7.517	4.158	12.088	1	0	1	0	1
26857	7.029	4.332	11.755	1	0	1	0	1
26858	3.992	0.015	2.735	1	1	0	0	1
26859	7.025	4.642	11.111	1	0	1	0	1
26860	2.297	2.982	9.685	1	0	1	0	1
26861	7.646	3.421	11.239	1	0	1	0	1
26862	7.006	0.618	6.09	1	1	0	0	1
26863	4.861	1.163	2.287	1	1	0	0	1
26864	4.282	3.566	11.848	1	0	1	0	1
26865	4.324	1.608	2.08	1	1	0	0	1
26866	5.271	4.884	11.349	1	0	1	0	1
26867	6.148	0.98	6.4	1	1	1	1	1
26868	3.55	3.617	10.674	1	0	1	0	1
26869	4.088	4.599	11.38	1	0	1	0	1
26870	4.046	4.673	12.559	1	0	1	0	1
26871	2.97	3.778	6.255	1	0	1	0	1
26872	3.42	2.248	8.867	1	0	1	0	1
26873	5.082	2.423	8.715	1	0	1	0	1
26874	2.31	1.925	10.412	1	0	1	0	1
26875	5.649	8.444	13.652	1	0	1	0	1
26876	5.888	3.465	10.611	1	0	1	0	1
26877	6.946	3.832	9.796	1	0	1	0	1
26878	5.169	3.232	11.257	1	0	1	0	1
26879	2.734	4.991	10.155	1	0	1	0	1
26880	2.872	1.39	0.792	1	1	0	0	6
26881	4.978	2.889	5.173	1	0	0	0	1
26882	2.18	3.472	10.663	1	0	1	0	1
26883	3.456	5.236	11.616	1	0	1	0	1
26884	8.503	5.913	13.002	1	0	1	0	1
26885	1.227	2.283	3.722	0	0	0	0	1
26886	7.094	6.068	12.376	1	0	1	0	1
26887	5.885	4.42	10.87	1	0	1	0	1
26888	6.281	4.28	11.61	1	0	1	0	1
26889	7.695	3.878	11.32	1	0	1	0	1
26890	3.203	4.605	9.985	1	0	1	0	1
26891	3.09	5.349	11.085	1	0	1	0	1
26892	10.255	2.758	10.124	1	0	1	0	1
26893	4.055	4.503	9.044	1	0	1	0	1
26894	5.588	3.695	8.443	1	0	1	0	1
26895	6.162	3.705	10.324	1	0	1	0	1
26896	5.41	3.747	9.807	1	0	1	0	1
26897	1.651	1.337	10.191	1	1	1	1	1
26898	5.528	8.33	13.242	1	0	1	0	1
26899	5.319	5.231	10.585	1	0	1	0	1
26900	6.452	5.451	11.939	1	0	1	0	1
26901	3.974	6.269	11.922	1	0	1	0	1
26902	8.316	6.182	13.562	1	0	1	0	1
26903	3.991	5.219	10.201	1	0	1	0	1
26904	2.364	4.584	13.714	1	0	1	0	1
26905	8.258	2.616	10.825	1	0	1	0	1
26906	5.789	4.542	10.432	1	0	1	0	1
26907	3.828	2.045	7.857	1	0	1	0	1
26908	4.544	5.381	11.416	1	0	1	0	1
26909	2.888	8.672	13.048	1	0	1	0	1
26910	3.432	5.757	8.885	1	0	1	0	1
26911	8.133	6.774	13.103	1	0	1	0	1
26912	3.692	5.806	14.34	1	0	1	0	1
26913	4.471	4.502	9.173	1	0	1	0	1
26914	6.594	5.799	11.161	1	0	1	0	1
26915	6.931	5.633	11.734	1	0	1	0	1
26916	7.214	2.269	9.738	1	0	1	0	1
26917	4.559	3.421	11.236	1	0	1	0	1
26918	2.726	1.049	5.084	1	1	0	0	1
26919	2.98	2.413	9.137	1	0	1	0	1
26920	10.149	7.064	14.479	1	0	1	0	1
26921	6.615	4.441	11.436	1	0	1	0	1
26922	3.022	4.271	10.397	1	0	1	0	1
26923	6.136	3.47	10.124	1	0	1	0	1
26924	8.541	2.647	9.659	1	0	1	0	6
26925	5.688	5.016	11.905	1	0	1	0	1
26926	5.867	5.265	12.047	1	0	1	0	1
26927	8.981	6.512	13.079	1	0	1	0	1
26928	7.572	3.539	8.067	1	0	1	0	6
26929	3.608	3.909	9.82	1	0	1	0	1
26930	6.377	4.083	11.475	1	0	1	0	1
26931	4.403	3.032	9.181	1	0	1	0	1
26932	8.922	5.728	12.196	1	0	1	0	1
26933	7.946	6.272	13.316	1	0	1	0	1
26934	7.837	4.613	10.572	1	0	1	0	1
26935	8.642	0.264	5.459	1	1	0	0	6
26936	5.842	4.934	11.707	1	0	1	0	1
26937	7.84	5.375	11.815	1	0	1	0	1
26938	6.197	1.241	8.258	1	1	1	1	7
26939	7.125	4.241	11.241	1	0	1	0	1
26940	5.772	0.774	11.507	1	1	1	1	1
26941	3.44	4.68	10.854	1	0	1	0	1
26942	8.743	8.476	13.968	1	0	1	0	1
26943	5.247	4.498	10.263	1	0	1	0	1
26944	4.55	4.322	10.199	1	0	1	0	1
26945	5.759	2.625	10.03	1	0	1	0	1
26946	3.28	0.071	3.66	1	1	0	0	7
26947	3.55	4.645	12.077	1	0	1	0	1
26948	5.369	3.325	9.994	1	0	1	0	1
26949	6.57	5.44	11.492	1	0	1	0	1
26950	4.122	2.736	10.082	1	0	1	0	1
26951	3.235	2.768	8.983	1	0	1	0	1
26952	8.418	4.494	12.169	1	0	1	0	1
26953	3.381	3.118	10.388	1	0	1	0	1
26954	4.375	3.125	10.83	1	0	1	0	1
26955	4.115	5.408	11.209	1	0	1	0	1
26956	1.842	0.334	1.145	1	1	0	0	1
26957	6.031	6.089	12.289	1	0	1	0	1
26958	2.993	6.673	11.295	1	0	1	0	1
26959	6.281	3.781	10.226	1	0	1	0	1
26960	5.639	5.75	10.315	1	0	1	0	1
26961	7.744	5.836	10.987	1	0	1	0	1
26962	3.174	5.444	10.785	1	0	1	0	1
26963	1.757	9.532	14.338	1	0	1	0	1
26964	9.243	0.146	1.545	1	1	0	0	6
26965	2.747	0.01	0.021	1	1	0	0	1
26966	5.868	0.133	2.18	1	1	0	0	6
26967	3.057	1.891	1.358	1	0	0	0	1
26968	5.702	7.799	11.999	1	0	1	0	1
26969	5.466	5.287	12.481	1	0	1	0	1
26970	5.474	2.178	10.453	1	0	1	0	1
26971	4.039	1.979	8.244	1	0	1	0	1
26972	2.268	5.207	10.965	1	0	1	0	1
26973	1.496	4.339	11.234	0	0	1	0	1
26974	6.444	3.591	8.322	1	0	1	0	1
26975	4.476	4.482	11.148	1	0	1	0	1
26976	3.753	5.464	12.2	1	0	1	0	1
26977	6.739	2.929	10.971	1	0	1	0	1
26978	6.0	5.767	11.995	1	0	1	0	1
26979	6.435	3.656	10.663	1	0	1	0	1
26980	5.746	5.251	12.726	1	0	1	0	1
26981	7.445	3.518	10.145	1	0	1	0	1
26982	6.63	3.891	10.008	1	0	1	0	1
26983	5.551	4.902	9.452	1	0	1	0	1
26984	4.298	4.449	11.489	1	0	1	0	1
26985	6.462	1.331	9.16	1	1	1	1	6
26986	5.796	1.362	8.578	1	1	1	1	1
26987	1.97	0.434	4.09	1	1	0	0	1
26988	6.142	2.54	9.833	1	0	1	0	1
26989	6.573	4.317	8.786	1	0	1	0	1
26990	1.274	5.566	10.2	0	0	1	0	1
26991	4.196	3.854	10.596	1	0	1	0	1
26992	6.905	4.71	11.569	1	0	1	0	1
26993	6.079	3.507	9.753	1	0	1	0	1
26994	5.764	5.015	9.198	1	0	1	0	1
26995	3.674	12.646	14.12	1	0	1	0	1
26996	7.574	4.409	9.443	1	0	1	0	1
26997	7.804	3.884	11.024	1	0	1	0	1
26998	2.081	2.954	8.477	1	0	1	0	1
26999	3.493	5.207	10.736	1	0	1	0	1
27000	3.95	3.005	9.761	1	0	1	0	1
27001	1.463	3.299	8.383	0	0	1	0	1
27002	2.401	3.513	10.418	1	0	1	0	1
27003	5.56	5.631	10.964	1	0	1	0	1
27004	4.2	2.95	5.707	1	0	0	0	6
27005	7.519	6.719	11.193	1	0	1	0	1
27006	6.342	6.641	11.76	1	0	1	0	1
27007	7.606	3.806	9.907	1	0	1	0	1
27008	4.91	5.499	12.582	1	0	1	0	1
27009	2.392	4.032	9.962	1	0	1	0	1
27010	5.391	4.921	10.379	1	0	1	0	1
27011	6.418	5.508	10.744	1	0	1	0	1
27012	6.877	4.664	10.479	1	0	1	0	1
27013	5.158	5.644	11.714	1	0	1	0	1
27014	2.827	3.545	9.066	1	0	1	0	1
27015	6.744	5.353	11.37	1	0	1	0	1
27016	7.076	3.298	9.771	1	0	1	0	1
27017	2.165	4.678	9.604	1	0	1	0	1
27018	4.6	1.264	7.501	1	1	1	1	1
27019	2.691	1.871	6.882	1	0	1	0	1
27020	2.632	2.602	7.7	1	0	1	0	1
27021	3.315	4.571	9.97	1	0	1	0	1
27022	2.992	6.177	11.683	1	0	1	0	1
27023	6.242	5.295	10.668	1	0	1	0	1
27024	8.715	9.823	15.482	1	0	1	0	1
27025	5.057	5.207	12.58	1	0	1	0	1
27026	7.054	5.258	9.884	1	0	1	0	1
27027	3.692	2.774	9.208	1	0	1	0	1
27028	2.098	2.037	8.57	1	0	1	0	1
27029	2.086	4.462	3.615	1	0	0	0	1
27030	4.742	5.444	9.497	1	0	1	0	1
27031	4.03	5.9	10.947	1	0	1	0	1
27032	5.131	5.609	10.326	1	0	1	0	1
27033	5.38	5.787	8.896	1	0	1	0	1
27034	4.742	3.547	8.725	1	0	1	0	1
27035	2.823	4.702	9.976	1	0	1	0	1
27036	3.158	7.339	11.359	1	0	1	0	1
27037	7.076	6.324	12.859	1	0	1	0	1
27038	4.309	4.44	10.858	1	0	1	0	1
27039	4.302	3.455	9.629	1	0	1	0	1
27040	2.222	0.666	5.399	1	1	0	0	1
27041	3.666	3.85	9.752	1	0	1	0	1
27042	2.276	6.428	13.671	1	0	1	0	1
27043	5.775	3.202	9.994	1	0	1	0	1
27044	4.269	4.648	8.436	1	0	1	0	1
27045	5.149	4.622	11.688	1	0	1	0	1
27046	6.491	4.602	12.105	1	0	1	0	1
27047	6.89	4.636	10.538	1	0	1	0	1
27048	5.658	3.81	10.157	1	0	1	0	1
27049	8.092	4.728	11.511	1	0	1	0	1
27050	7.648	3.686	10.294	1	0	1	0	1
27051	4.748	3.008	9.614	1	0	1	0	1
27052	7.722	5.415	10.048	1	0	1	0	1
27053	5.303	4.389	8.903	1	0	1	0	1
27054	6.793	3.834	10.634	1	0	1	0	1
27055	2.218	3.22	10.593	1	0	1	0	1
27056	5.528	4.849	10.891	1	0	1	0	1
27057	7.054	4.468	11.081	1	0	1	0	1
27058	7.815	2.833	9.863	1	0	1	0	1
27059	5.144	3.752	9.297	1	0	1	0	1
27060	6.326	3.65	10.573	1	0	1	0	1
27061	7.656	5.193	12.688	1	0	1	0	1
27062	6.62	2.518	11.472	1	0	1	0	1
27063	7.333	5.592	13.008	1	0	1	0	1
27064	6.523	3.164	9.711	1	0	1	0	1
27065	5.988	1.079	8.6	1	1	1	1	6
27066	8.779	4.036	11.907	1	0	1	0	1
27067	4.408	3.38	7.314	1	0	1	0	1
27068	6.902	3.74	11.71	1	0	1	0	1
27069	4.318	1.897	9.927	1	0	1	0	1
27070	4.168	3.808	9.204	1	0	1	0	1
27071	5.919	5.306	11.725	1	0	1	0	1
27072	6.13	3.866	11.377	1	0	1	0	1
27073	6.856	4.847	11.49	1	0	1	0	1
27074	6.536	3.839	10.813	1	0	1	0	1
27075	5.001	3.176	9.159	1	0	1	0	1
27076	2.497	1.114	5.159	1	1	0	0	1
27077	6.886	3.825	10.54	1	0	1	0	1
27078	6.049	3.305	10.301	1	0	1	0	1
27079	5.88	2.844	9.856	1	0	1	0	1
27080	1.755	1.864	10.21	1	0	1	0	1
27081	5.521	2.987	9.177	1	0	1	0	1
27082	2.557	4.59	10.367	1	0	1	0	1
27083	7.949	4.686	10.159	1	0	1	0	1
27084	5.756	4.37	11.802	1	0	1	0	1
27085	6.118	8.878	13.671	1	0	1	0	1
27086	10.241	0.443	5.007	1	1	0	0	7
27087	6.629	4.366	11.314	1	0	1	0	1
27088	4.55	4.618	10.838	1	0	1	0	1
27089	4.471	5.786	12.466	1	0	1	0	1
27090	6.914	4.009	5.876	1	0	0	0	1
27091	2.474	0.729	7.586	1	1	1	1	1
27092	4.101	1.382	8.264	1	1	1	1	1
27093	2.729	1.307	4.965	1	1	0	0	1
27094	6.658	4.48	11.259	1	0	1	0	1
27095	6.308	4.159	9.905	1	0	1	0	1
27096	3.388	3.722	11.56	1	0	1	0	1
27097	4.998	6.665	11.192	1	0	1	0	1
27098	7.56	5.243	11.737	1	0	1	0	1
27099	6.018	4.382	9.244	1	0	1	0	1
27100	1.189	3.243	7.783	0	0	1	0	1
27101	7.086	2.663	5.831	1	0	0	0	1
27102	4.006	4.675	8.115	1	0	1	0	1
27103	6.635	4.868	11.868	1	0	1	0	1
27104	6.484	1.912	10.518	1	0	1	0	6
27105	6.122	9.641	17.082	1	0	1	0	1
27106	2.045	2.588	11.489	1	0	1	0	1
27107	4.99	6.174	12.55	1	0	1	0	1
27108	5.203	2.634	8.579	1	0	1	0	1
27109	4.924	4.509	10.808	1	0	1	0	1
27110	3.454	5.447	10.847	1	0	1	0	1
27111	7.053	0.813	6.397	1	1	1	1	6
27112	5.762	4.001	10.94	1	0	1	0	1
27113	2.018	4.269	10.448	1	0	1	0	1
27114	2.63	9.687	11.55	1	0	1	0	1
27115	2.824	0.159	3.013	1	1	0	0	6
27116	3.58	7.374	11.392	1	0	1	0	1
27117	6.408	0.158	5.656	1	1	0	0	7
27118	1.442	3.656	11.976	0	0	1	0	1
27119	2.223	2.223	6.634	1	0	1	0	1
27120	8.401	0.128	4.306	1	1	0	0	6
27121	7.456	0.226	1.241	1	1	0	0	6
27122	9.15	4.614	11.255	1	0	1	0	1
27123	4.833	7.117	12.169	1	0	1	0	1
27124	5.293	3.631	10.162	1	0	1	0	1
27125	7.861	3.263	11.615	1	0	1	0	1
27126	8.805	3.531	11.874	1	0	1	0	1
27127	5.826	1.928	8.585	1	0	1	0	1
27128	8.554	3.025	5.8	1	0	0	0	6
27129	3.343	2.363	8.963	1	0	1	0	1
27130	8.849	1.891	8.001	1	0	1	0	1
27131	9.445	2.718	11.13	1	0	1	0	1
27132	7.957	1.014	6.967	1	1	1	1	1
27133	3.994	1.546	8.215	1	1	1	1	1
27134	8.585	0.939	3.415	1	1	0	0	1
27135	8.295	1.023	7.579	1	1	1	1	1
27136	9.972	2.548	8.316	1	0	1	0	1
27137	8.146	1.19	8.052	1	1	1	1	1
27138	6.918	1.028	5.649	1	1	0	0	1
27139	4.494	1.718	9.299	1	1	1	1	1
27140	7.323	1.448	5.947	1	1	0	0	1
27141	8.194	1.734	7.274	1	1	1	1	1
27142	9.186	0.67	7.389	1	1	1	1	6
27143	6.069	1.243	8.525	1	1	1	1	1
27144	8.585	3.716	5.338	1	0	0	0	1
27145	7.37	2.084	2.508	1	0	0	0	1
27146	8.122	6.556	12.154	1	0	1	0	1
27147	6.976	4.595	11.507	1	0	1	0	1
27148	5.302	5.143	11.341	1	0	1	0	1
27149	9.968	5.648	11.365	1	0	1	0	1
27150	8.994	7.564	12.818	1	0	1	0	1
27151	6.206	5.38	11.465	1	0	1	0	1
27152	6.253	4.016	11.3	1	0	1	0	1
27153	5.695	1.761	7.126	1	1	1	1	1
27154	2.516	3.47	9.583	1	0	1	0	1
27155	8.121	6.58	11.986	1	0	1	0	1
27156	3.027	0.476	1.999	1	1	0	0	1
27157	3.995	4.64	9.359	1	0	1	0	1
27158	5.84	4.707	10.548	1	0	1	0	1
27159	6.139	5.716	11.754	1	0	1	0	1
27160	9.147	0.031	1.336	1	1	0	0	7
27161	6.363	5.664	11.645	1	0	1	0	1
27162	5.012	4.234	10.417	1	0	1	0	1
27163	8.676	4.684	12.024	1	0	1	0	1
27164	3.902	3.922	10.858	1	0	1	0	1
27165	7.579	3.704	11.233	1	0	1	0	1
27166	5.599	2.88	10.544	1	0	1	0	1
27167	7.016	4.441	10.62	1	0	1	0	1
27168	6.336	2.675	9.882	1	0	1	0	1
27169	2.356	3.372	8.902	1	0	1	0	1
27170	8.329	3.59	9.721	1	0	1	0	1
27171	3.148	4.626	9.795	1	0	1	0	1
27172	6.51	2.881	10.871	1	0	1	0	1
27173	8.17	3.344	10.623	1	0	1	0	1
27174	4.167	1.743	8.823	1	1	1	1	1
27175	4.44	3.772	9.038	1	0	1	0	1
27176	8.345	2.77	8.158	1	0	1	0	1
27177	4.178	1.495	6.234	1	1	1	1	1
27178	6.735	4.29	11.915	1	0	1	0	1
27179	10.015	5.949	11.275	1	0	1	0	1
27180	5.553	5.94	12.027	1	0	1	0	1
27181	9.621	0.483	8.367	1	1	1	1	6
27182	7.854	1.668	1.744	1	1	0	0	6
27183	2.702	5.495	10.749	1	0	1	0	1
27184	6.513	5.408	11.732	1	0	1	0	1
27185	5.523	4.683	11.791	1	0	1	0	1
27186	4.268	4.657	10.739	1	0	1	0	1
27187	6.466	1.857	9.456	1	0	1	0	1
27188	4.475	4.325	9.666	1	0	1	0	1
