expr_val	ids_jan	ids_gte	ids_tcgan
2.0100000000000002	23634,24275,24662,25416,26079,26397,27113,27288,27322,27434,27689,27710,27890,28046,28436,28994,29341,30201,30516,30523,30818,31088,31096,31648,32033,32210,32376,32441,32604,32619,33657,33684,34192,34826,34849,35061,35178,35946,36050,36156,36609,36695,36892,36985,37034,37142,37161,37488,37847,37867,38372,38378		
2.02	23935,24465,24515,25313,25508,25578,25887,27530,27827,27985,28256,28423,28730,28971,29061,29075,29257,30151,30435,32323,32646,33252,33471,34645,35243,35303,35847,36758,36801,37727,38102		
2.0300000000000002	24228,24371,25845,27028,27415,27978,29070,29239,29448,29661,29753,30127,30717,32001,32075,32302,32577,33168,33352,34284,34355,34523,35155,35379,35393,35475,35717,35861,35944,36657,36947,38685		
2.04	23906,24961,25960,26278,26907,27106,27455,27883,28270,28696,29292,29322,29452,29616,29692,29955,30366,30562,31697,32048,33346,33918,34264,34444,34474,34611,35216,35409,35952,36410,36595,36733,38055,38311,38608		
2.05	23701,23872,24156,24178,24547,25613,25719,25765,25814,25821,25853,26398,26456,28610,28952,29288,29438,30153,30228,30271,30420,30422,30727,31809,31849,31923,32106,33668,34650,34880,34983,35937,36862,37346,37407,37503,37735		
2.06	23779,26359,26494,28086,28106,28145,28148,28397,28412,28594,28636,29196,29230,29286,29465,29515,29801,29925,31127,31234,31682,32875,35024,35061,35148,35360,35570,35631,36116,36200,36458,36808,37040,38276,38308,38441,38543,38614		
2.07	23812,24063,24248,24269,24346,25304,26538,26865,28372,28932,29236,29633,29840,30648,31313,31687,32084,32094,32362,32452,34165,35145,35358,36281,36341,37004,37817,38189,38345,38410,38527		
2.08	23707,23790,24233,24854,25368,26998,27029,27145,27394,27709,28247,28509,29316,29411,29656,29965,30788,30923,31976,32207,32558,32848,33151,33153,33572,34123,34901,35550,35811,35878,36139,36617,36777,37143,37192,37788,37982		
2.09	23910,23917,24548,24992,25114,25862,26799,27028,27392,27666,27782,28518,28640,28927,29715,29961,30451,32324,33510,33608,33612,34016,34030,34833,35299,35775,35851,35959,36318,36944,37193,37215,37716,38577,38598,38622		
2.1	23679,24475,24906,25009,25182,25632,25813,25826,26074,27904,28041,28259,28424,28691,28758,28929,29032,29135,29450,29888,30122,30148,30489,30495,30733,30987,31281,31467,31522,31740,31921,32622,32705,33192,35362,35499,35973,36070,36449,36613		
2.11	24146,25005,25140,25215,25435,25939,26040,27771,27838,28820,28826,28970,29219,29291,29674,29804,30227,30431,30432,30435,31104,31187,31458,31691,31734,32465,32532,32779,33419,34371,34718,34868,35043,35535,35783,36366,36444,36835,38417,38531,38629,38687		
2.12	23836,24087,24309,25361,25458,25635,26029,26647,26800,26833,28113,28299,29287,29315,29364,29512,29605,29793,31244,31512,32175,33049,33061,33798,34603,35196,35375,35594,35773,36125,36187,36236,36481,36960,37016,37868,38000,38088,38120,38241		
2.13	23919,24047,24225,24702,24886,26736,27459,27480,27532,27947,28035,28161,28260,29286,29484,29607,29794,30160,30254,30265,30640,30951,31102,31332,31864,32726,33472,34680,35122,35433,36359,36373,36390,36425,37381,37867,37981,38202,38428,38662		
2.14	25004,25622,25676,26806,27319,29193,29659,29664,29820,30027,30397,30976,32169,32251,32274,32914,33010,33573,33826,34388,34654,34932,34964,35035,35093,35130,35135,35173,35484,36465,36985,37072,37611,38105,38123,38232,38407		
2.15	23649,28370,28465,28680,28918,29727,29823,29948,30041,31166,31627,31978,32260,32264,33520,33810,34133,34178,34610,34655,35482,35770,35831,35872,35936,36665,37354		
2.16	23834,23897,25202,25474,25649,26245,26317,26798,27017,27837,28273,28824,29727,30722,31528,32174,32602,32635,33474,33667,33927,34044,34738,35262,36426,37081,37765,37929,38109,38152,38406,38458		
2.17	24357,25546,26050,26174,26970,28240,28253,28535,28666,28695,28990,29001,30134,30331,30737,30954,31934,32032,32185,32258,32373,33429,33610,33780,34385,34579,35129,35548,35698,36010,36028,36182,36314,36503,36521,36825,38099,38670		
2.18	23642,23714,23867,23971,24045,24204,24574,24879,25108,25688,25774,25891,25948,26417,26549,26882,26966,27395,27491,27708,27786,27851,27941,28277,28813,28937,29149,29222,29550,29745,29944,30487,31160,31288,32345,33115,33505,33692,34124,34539,34908,35151,35776,36182,38020,38511		
2.19	24190,24453,25319,25393,25569,25670,25928,25993,26298,27259,27605,29302,30400,30482,30509,30773,31275,31318,31346,32129,32578,32721,33446,35036,36279,36408,36642,36763,36914,37834,38389,38525		
2.2	24107,24117,24754,24935,25619,25750,26137,26551,26576,26659,27895,28006,28244,28340,28342,28507,28910,29404,30464,31068,31649,31933,32040,32206,32546,33991,34565,34786,34990,35485,35697,36086,37245,38095,38378		
2.21	23842,23849,23856,24977,25581,26042,26317,27055,27372,27886,29151,29253,29638,30104,31092,32010,32351,32500,32529,33372,33617,34685,35771,36364,36427,36493,36805,37406,37959,38005,38207,38536,38592,38657		
2.22	24307,25554,25634,25892,27040,27119,27119,27352,27412,27721,28421,29295,29296,29341,29771,29954,30471,30486,30616,30646,31311,31441,31505,31540,32745,33576,34103,34426,34592,34662,35086,35223,35419,35655,36539,37115,37172,37176,37271		
2.23	23641,23772,23877,24593,25099,25606,25615,25822,25848,26730,28325,28341,28851,29066,29139,29225,29419,29893,30223,30619,30658,30672,30907,31067,31510,31871,32499,33707,34253,34427,35394,35423,36470,36708,36988,37289,37748,37807,38046,38103,38382,38599		
2.24	23867,24024,24144,24165,24601,24931,25815,26247,26568,26872,27369,27548,27663,27676,27763,27775,28098,28609,28668,30221,30267,30628,30679,31496,31954,32198,32633,32915,33753,33941,34149,34224,34746,35134,35290,35522,35896,36460,37116,37287,37487,37643,38627		
2.25	23728,24865,25060,25133,25167,25544,26345,27284,27741,27970,28100,28751,28803,29230,30809,31665,31854,32956,33820,34243,34442,34636,35071,36720,37118,38161,38243,38248		
2.2600000000000002	23870,24257,24470,24507,25032,25379,25724,26488,26916,26972,27299,27804,28523,28697,29133,29192,30971,31122,31187,31531,32319,33522,33774,34307,34985,35257,36325,36352,36869,36966,37516,38575,38587		
2.27	23881,24482,24598,24776,24958,25264,25479,25662,25818,26149,26287,26670,26722,26834,27042,28367,28561,28643,29143,29189,29314,30056,30099,30759,30982,32458,32561,35039,35172,35402,35417,37131,37264,38169,38379,38493		
2.2800000000000002	23894,24062,24105,24715,25079,25109,25404,25692,25893,25910,26168,26863,26885,27286,27596,27616,27955,28302,28709,28926,28958,29270,30762,30780,31972,32046,32114,32566,32785,33006,33511,33926,34107,34452,34975,35086,35294,35349,36762,36945,37400,38178,38336,38618		
2.29	23735,23940,25151,26860,27252,27440,28148,28289,28441,28481,28673,28719,28908,29872,30672,30994,32085,32174,32934,33461,33805,34428,35326,35670,35844,36442,37622,37868,38272,38556		
2.3000000000000003	24045,24347,25061,25535,25812,26593,26687,27719,27877,27954,28252,28415,28513,28931,28987,29275,29517,30861,31508,32123,32526,33018,33070,33327,33594,33733,33807,33838,34231,34555,34645,34741,35047,35130,35752,36566,37252,37872,38482,38564,38595		
2.31	23820,23845,23852,24012,24860,25253,25265,25389,25501,25636,26012,26094,26125,26217,26396,26874,27544,28684,28712,29413,29553,29590,29892,29948,30167,30548,30606,31220,31442,32209,32935,33865,35536,35650,36106,36316,36610,37288,37541,37720,37911,38306,38366,38466,38629		
2.32	23844,23934,24212,24665,25051,25330,25788,25808,25983,26615,26679,27373,27692,27973,28717,28741,29108,29738,30363,30469,30488,30847,31411,32034,32296,32725,32841,33349,34933,35299,35538,36692,37032,37265,37285,38145,38244,38250,38256,38310,38310,38380,38443		
2.33	23794,24538,24768,24937,25829,26007,26220,26651,27485,27824,28012,28310,30185,30344,30553,30968,31797,31933,32160,32433,32601,32632,33052,33666,33679,34728,35157,35287,35482,35808,36363,36489,36645,37323,37352,38018,38292		
2.34	24330,24571,24654,25034,25288,25330,25854,28467,29069,29082,29228,29932,29968,30236,31880,32222,32454,32476,32494,33278,33757,34338,34649,35431,36222,36508,36684,36722,36811,37156,37994,38530,38569,38589		
2.35	23673,23711,23985,25188,25568,26733,27169,27331,27774,27941,29186,30734,30785,30923,30965,32682,32968,33029,33313,34717,35843,37603,38027,38236,38340,38366		
2.36	24118,24160,24343,24424,24588,24734,24880,24882,26180,26904,27129,27349,27750,27916,28549,29542,29874,30444,30694,30944,31961,32985,33037,33978,34159,34588,34726,34890,34999,36351,36839,37906,38123,38193,38464		
2.37	23895,25098,25835,26026,26133,27470,27861,28607,28905,29124,30020,30096,30108,30477,30965,31650,31685,32537,32680,34313,34651,35014,35042,35314,36778,36837,36997,37711,38114,38253,38392,38480		
2.38	23694,24239,24777,24827,25123,25435,25509,25594,25660,26059,26153,26602,27659,28110,28277,28468,28642,29023,29300,29435,29742,30102,30494,31877,32168,32861,32954,33575,35928,36575,36873,37593,38046,38107,38190,38217,38346		
2.39	24116,24497,24880,25237,25284,25357,25414,25468,25522,25690,26789,26793,27009,27774,27974,28213,28371,28813,29080,29164,29215,29216,29448,30092,30469,30604,30609,31098,32049,32374,32940,34461,35271,35412,35933,36422,36582,37474,38167,38177,38333,38471,38482,38525,38666		
2.4	23792,24218,24257,24632,24691,24989,25121,25244,25246,25506,26072,26362,26381,26696,26724,27002,27337,27786,27791,28343,28384,28474,28920,28923,29402,29966,30720,31164,31351,32559,32892,33204,33247,33527,34196,34201,35210,35391,35662,35927,36085,36161,37747,38106,38281,38341,38371,38423,38429		
2.41	23694,23878,24001,25337,25341,25947,25994,26006,26289,26642,26919,27444,27626,27961,28114,28302,28512,28699,29030,29509,29570,29695,30264,30777,30988,31197,31236,31254,31989,32087,32471,32607,32620,32945,33176,33341,34454,35027,35248,36226,36436,36536,37347,37479,37778,38044		
2.42	23732,23769,23775,25292,25666,26544,26873,27314,27565,27599,27803,27992,28394,28482,29687,30150,30611,31132,31709,32729,32932,34269,34514,35268,35383,35732,35795,35930,36056,36199,36243,36487,36929,38115,38425		
2.43	24293,24936,26226,26323,26517,27540,27554,28159,28625,28708,29410,29682,29890,30879,31148,32131,33090,33643,33853,34545,34716,35334,35529,36161,36268,37085,37124,37135,37141,38418,38440,38467		
2.44	23709,23885,24754,25596,25982,26604,27377,27639,28665,29760,30002,30034,30723,31085,31103,31928,32249,32707,33535,33569,34750,34981,35133,35268,36824,37166,37581,37605,38394		
2.45	23895,24234,24477,24534,24959,25066,25264,25646,25665,26017,26152,26419,27651,27746,28547,29073,29623,30503,30945,31098,31191,31298,32203,32539,32609,33124,33227,33296,33669,34566,34647,34804,35095,36057,36606,37294,37789		
2.46	24159,24744,24816,24874,25273,26124,26648,26737,28590,28657,28733,28857,29084,29085,29288,29978,29981,30200,30342,30418,30486,31485,32152,32617,33746,34276,34297,34550,35185,35221,36015,36313,36610,37233,37668,37836,37869,38039,38199		
2.47	23729,24563,24960,26771,27091,27800,27829,27944,28618,28674,29641,29951,30156,30537,30564,31224,32378,32954,33001,34854,35397,35531,35565,35685,35841,36330,37001,37451,38546,38649		
2.48	23670,23921,24538,24643,25275,25647,26097,27606,27912,28450,28486,28569,28730,28905,28916,29353,29453,30071,30150,30633,30933,31270,31946,31993,32054,32861,32913,32983,33219,33298,33583,33802,33853,35104,36495,37412,37731,38332,38479,38601		
2.49	23936,24146,24192,24500,24558,24597,25165,25185,25368,25585,25974,26046,26370,26380,26420,26589,26727,27076,27194,27446,27681,27946,28423,29067,29805,29982,30031,30032,30720,30910,31144,31153,31256,31651,31977,32063,32128,32484,32558,33738,34090,34249,34263,34309,35032,35532,36618,36660,36826,36840,37033,37323,37423,37840,38108,38255,38396		
2.5	23912,25205,25304,25362,25367,25438,25981,26683,26838,27145,27790,27986,28085,28257,28396,28923,29737,30213,31240,32020,32053,32774,33581,33595,33640,33690,34152,34329,34396,34747,34910,35108,35184,35403,35511,35598,36486,36495,37214,37736,38290,38578		
2.5100000000000002	23681,24206,24535,24764,24972,25107,25578,25767,25830,26123,26234,26396,27062,27154,28096,28254,28906,29143,29222,29623,30300,30708,31075,31514,31583,31857,31977,32204,32644,32843,35508,35688,36380,36397,37232,37651,38188,38274,38294,38567,38615		
2.52	23712,23960,24624,25126,25174,25253,25588,27263,27414,28606,28731,28914,28944,29393,29500,29973,30164,31356,31542,31851,32066,32313,32371,32641,32868,33043,33051,33526,33912,33989,34046,34363,34962,35253,35765,36101,36115,36129,36214,36390,36490,37652,37904,38266		
2.5300000000000002	23649,24060,24266,24472,24541,24685,24812,25001,25630,26732,26988,27749,27869,28235,28774,29514,30205,30580,30582,30826,31199,31438,31600,32151,32475,32632,32640,32987,33094,33914,34112,34389,35072,35108,35125,35432,36543,37419,37760,37892,38358		
2.54	24507,25092,25880,26035,26079,26625,27136,27287,27316,27635,27701,28020,28313,29280,29365,29711,30267,30568,31100,31213,31689,32197,32984,33242,33967,34046,34133,34320,34561,34749,35045,35228,35246,35288,36982,37457,37526,37727,37737,38215,38351,38354,38596		
2.5500000000000003	24143,24847,24969,25050,25119,25350,25575,25677,25857,26262,27082,27602,27645,28085,28402,28408,28632,29118,29405,29900,30866,31061,31066,31106,31839,32350,32712,34092,34220,34387,34945,35057,35595,36074,36162,36269,36284,37228,37435,37561,38483,38628		
2.56	23971,24119,24572,25255,25281,25318,25387,25842,26021,26540,26745,27225,28493,29199,29318,29400,29665,29681,29979,30029,30471,30710,30799,31007,31089,31560,31772,32620,33016,33600,33697,34076,34271,34771,35319,35607,35813,35923,36011,36051,36244,36320,36428,36451,36831,36872,36970,36978,37123,37242,37581,37930,38198,38315		
2.57	23640,23676,24217,24368,24459,24566,24888,25169,25232,25382,25386,25768,25977,26286,27467,27846,28916,29280,29446,29934,29944,30157,30264,30290,30439,30670,31064,31870,32067,32430,32685,32777,33571,33793,33911,34472,35128,36220,37033,37334,37389,37522,37883,38061,38429,38537		
2.58	23778,24115,24122,24139,24692,25252,25917,26038,26213,26495,27106,27354,28373,28980,29078,29086,29631,29669,29828,30191,30491,30586,31226,32156,32615,32649,32908,34385,35146,35182,35422,35649,36683,37507,37606,38231,38664,38688		
2.59	23631,23887,24121,24345,24940,25943,26041,26378,26647,28036,28994,29284,29395,29397,29467,29726,29938,30185,30224,32139,32423,32622,33380,33473,33605,34090,34205,34256,34627,34637,34673,35233,35244,35294,35745,36457,36514,36681,36959,37983,38293		
2.6	24042,25002,26052,26393,27020,27375,27378,27483,27611,27690,28638,29247,29710,30432,30474,30719,31009,31108,31212,31473,31634,31932,32229,32678,32721,32936,33202,33598,34203,34213,34272,34996,35380,35820,36419,36886,37262,37655,38473,38486,38605,38619,38631		
2.61	24725,24933,25560,25634,25788,25805,26098,26697,26790,26905,27191,27499,29046,30707,31371,32326,34048,34189,34193,34568,36614,36625,36844,37021,37254,37825,38055,38239,38367,38606,38683		
2.62	23988,24473,24668,24835,24930,25207,25273,25359,25992,26189,26792,26945,27114,27286,28405,28429,28493,28508,28861,28868,28920,28998,29083,29360,29842,30094,30100,30552,30635,30991,31172,31877,31917,32327,32867,34003,35458,35507,36120,36817,36892,37047,38365,38365,38527		
2.63	23718,23843,24709,24949,25205,25339,26055,26063,26280,26846,27020,27108,27411,27450,27597,28131,28357,28393,28434,29559,29765,30109,31464,31788,32447,32567,32747,33582,33779,34048,34524,34729,34849,35036,35620,35967,36483,36917,37580,37921,38078,38271,38423,38577		
2.64	23793,24109,24250,24560,24938,26725,26740,26924,27478,27622,27669,27735,29084,30147,30266,30759,30861,31097,31195,32173,32747,32975,33086,33815,35202,36278,37304,38279,38376,38506,38608		
2.65	23893,24719,24814,25249,25550,26795,28082,28224,29362,29733,30455,30545,30623,30648,31080,31173,31457,31733,32257,32960,33071,33999,34360,34545,34653,35017,35394,36231,36716,36728,36780,37028,37122,37137,37797,37904,38009,38191,38318,38457,38515		
2.66	24173,24423,24486,25206,25419,26518,27101,27317,27350,28015,28164,28248,28262,29348,29573,29657,30098,30763,30908,31138,31198,31474,31910,32338,32505,33773,33808,34497,34660,34894,34929,35258,35364,35621,35680,35687,36740,37293,37778,37929,38054,38251,38283		
2.67	23776,24581,24845,24853,25154,25207,25623,26531,27168,27305,27428,28127,28635,28908,29163,29449,29473,29910,30655,30798,30850,31307,32105,32202,32655,32918,33184,33408,33813,33816,35663,35808,35882,35945,36378,36400,36696,36953,37180,38042,38481,38667		
2.68	24227,24768,25200,25504,25561,25963,26784,27413,27451,27857,27976,28018,28284,28605,28719,28904,29649,29843,30460,30783,30876,31050,31201,31221,31253,31283,31326,32158,32402,33016,33703,33775,33856,33984,34066,34098,34233,34601,34689,35046,35816,36144,36234,36317,37104,37110,37111,37514,38460,38465,38571		
2.69	23860,24002,24713,25036,25055,25221,25409,25437,25695,25915,26207,26289,26536,27019,27375,27527,27776,28245,28333,28637,28859,28985,29163,29458,29927,30152,31321,31491,31569,31690,32324,32496,32516,33022,33445,34588,34611,35093,35495,35717,35947,36391,36919,36947,37249		
2.7	23639,23710,23958,25169,25841,26036,26166,26214,27183,27293,27358,27397,27951,28091,28190,28471,28726,28964,29099,29128,29932,30342,31649,31653,31924,31961,32053,32295,32429,32938,33195,33312,34132,34230,34353,34440,34893,35251,36590,36661,36895,37776,37878,38426,38479		
2.71	23830,25137,25571,26021,26147,27131,27332,27742,27866,27881,27953,28003,28625,29134,29153,29182,29817,30041,30393,30738,31624,31883,31970,32262,32714,32881,33242,33391,33528,33767,33808,33986,34694,34946,35593,35605,35715,36014,36032,36800,36885,36988,37120,37808,38002,38032,38291,38342,38490,38560		
2.72	24599,25411,25614,25787,26169,26628,26918,27093,28176,28358,28757,29546,30558,30958,31413,31478,31498,31533,32588,32860,33366,33531,34012,34163,34214,34790,35082,35542,35681,36608,37483,37742,37786,38059,38184,38603,38657		
2.73	24716,24751,25132,25602,26477,26858,26879,26950,27239,27589,28506,28691,28934,29271,29640,29868,29878,30129,30175,30234,30507,30690,31453,31463,32026,32559,32890,32963,34242,34475,35044,35489,35860,36096,36584,36615,36693,37710,37873,38505,38545,38548		
2.74	24652,24945,25124,25288,25959,25984,26965,27703,28716,29591,29735,29736,29821,31084,31096,31808,32638,32728,32787,33276,33970,34077,34279,34640,35143,36645,37127,37137,37243,37610,37800,37871,37905,37913,37930,38151,38175,38260,38278,38620		
